OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ384.0-4275,SUSQ 387,River/Stream,,02050101,,,,,42.2269444400,-75.5238888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ394.0-4275,SUSQ 394,River/Stream,,02050101,,,,,42.3133000000,-75.4199000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ395.5-4275,SUSQ 398,River/Stream,,02050101,,,,,42.3175000000,-75.3938888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,025,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ406.0-4275,SUSQ 403,River/Stream,,02050101,,,,,42.3666666700,-75.2450000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ412.0-4275,SUSQ 412,River/Stream,,02050101,,,,,42.4414980000,-75.0995120000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ417.0-4275,SUSQ 417,River/Stream,,02050101,,,,,42.4436111100,-75.1000000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ422.5-4275,SUSQ 423.5,River/Stream,,02050101,,,,,42.4552777800,-75.0166666700,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ428.0-4274,SUSQ 428,River/Stream,,02050101,,,,,42.5598420000,-74.9441390000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-SUSQ442.0-4274,SUSQ 447,River/Stream,,02050101,,,,,42.6613888900,-74.9500000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TENM000.2-4277,TENM 0.2,River/Stream,,02050105,,,,,42.4280555600,-77.4316666700,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TENM008.2-4277,TENM 8.2,River/Stream,,02050105,,,,,42.4906500000,-77.3825200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOF000.1-4275,TIOF 0.1,River/Stream,,02050102,,,,,42.2383333300,-75.8475000000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOF009.5-4275,TIOF 8.1,River/Stream,,02050102,,,,,42.3308333300,-75.9669444400,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOF028.7-4276,TIOF 31.8,River/Stream,,02050102,,,,,42.5683333300,-76.1211111100,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOG006.2-4277,TIOG 6.2,River/Stream,,02050104,,,,,42.0827777800,-77.1491666700,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOG010.8-4277,TIOG 10.8,River/Stream,,02050104,,,,,42.0287800000,-77.1314200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOU000.1-4275,TIOU 0.1,River/Stream,,02050102,,,,,42.2383300000,-75.8475000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOU005.7-4275,TIOU 5.7,River/Stream,,02050102,,,,,42.2987000000,-75.9090000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOU009.5-4275,TIOU 9.5,River/Stream,,02050102,,,,,42.3308300000,-75.9669400000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOU011.8-4275,TIOU 11.8,River/Stream,,02050102,,,,,42.3507500000,-75.9998200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOU013.2-4275,TIOU 13.2,River/Stream,,02050102,,,,,42.3704950000,-75.9998090000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOU018.8-4276,TIOU 18.8,River/Stream,,02050102,,,,,42.4407000000,-76.0356000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOUB05.4-4275,TIOU BW 5.4,River/Stream,,02050102,,,,,42.2952820000,-75.9058740000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TIOUB13.2-4275,TIOU BW 13.2,River/Stream,,02050102,,,,,42.3704950000,-75.9998090000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TOBE001.4-4277,TOBE 1.4,River/Stream,,02050105,,,,,42.4125000000,-77.0528000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,097,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TRBK000.1-4276,TRBK 0.1,River/Stream,,02050102,,,,,42.5861111100,-76.1291666700,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TRUP005.8-4277,TRUP 5.8,River/Stream,,02050104,,,,,42.0046000000,-77.5078000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TUSC000.4-4277,TUSC 0.4,River/Stream,,02050104,,,,,42.1038888900,-77.2330555600,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TUSC012.9-4277,TUSC 12.5,River/Stream,,02050104,,,,,42.0794444400,-77.4083333300,,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-TWVE000.5-4277,TWVE 0.5,River/Stream,,02050105,,,,,42.4472222200,-77.4611111100,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UKIR003.5-4277,UKIR 3.5,River/Stream,,02050105,,,,,42.5372000000,-77.4157100000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNAD000.3-4275,UNAD 0.3,River/Stream,,02050101,,,,,42.3177777800,-75.4086111100,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNAD005.4-4275,UNAD 5.4,River/Stream,,02050101,,,,,42.3786111100,-75.4061111100,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNAD026.7-4275,UNAD 29.7,River/Stream,,02050101,,,,,42.6258333300,-75.3272222200,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNAD042.7-4275,UNAD 56.2,River/Stream,,02050101,,,,,42.8216666700,-75.2483333300,,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNDC000.1-4276,UNDC 0.1,River/Stream,,02050103,,,,,42.2455400000,-76.2911200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNDC000.5-4276,UNDC 0.5,River/Stream,,02050103,,,,,42.2610000000,-76.3163900000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNEB003.7-4276,UNEB 3.7,River/Stream,,02050103,,,,,42.4805500000,-76.1637700000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNGC000.1-4275,UNGC 0.1,River/Stream,,02050102,,,,,42.4510900000,-75.7667500000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,017,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNKB002.3-4276,UNKB 2.3,River/Stream,,02050103,,,,,42.2339800000,-76.1028400000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNMB002.0-4274,UNMB 2.0,River/Stream,,02050101,,,,,42.4925300000,-74.7040900000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,025,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNNC001.0-4276,UNNC 1.0,River/Stream,,02050103,,,,,42.2977000000,-76.0603000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNSH000.3-4275,UNSH 0.3,River/Stream,,02050101,,,,,42.1231600000,-75.7965800000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UNSR002.0-4274,UNSR 2.0,River/Stream,,02050101,,,,,42.8150800000,-74.9221000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-USTK000.5-4277,USTK 0.5,River/Stream,,02050105,,,,,42.2513400000,-77.3450200000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UTCR000.1-4277,UTCR 0.1,River/Stream,,02050105,,,,,42.5021000000,-77.5016000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UTLL000.2-4277,UTLL 0.2,River/Stream,,02050105,,,,,42.3963000000,-77.0671000000,,,,GPS-Unspecified,UNKWN,,,,,,,US,36,097,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UTRO002.6-4277,UTRO 2.6,River/Stream,,02050104,,,,,42.0457300000,-77.5843400000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,101,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-UTWL000.5-4277,UTWL 0.5,River/Stream,,02050105,,,,,42.4722000000,-77.0973000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,36,097,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-WBHB000.1-4275,WBHB 0.1,River/Stream,,02050101,,,,,42.3205555600,-75.1813888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,025,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-WBOW005.4-4276,WBOC 1.5,River/Stream,,02050103,,,,,42.1852777800,-76.2463888900,,,,GPS-Unspecified,NAD83,,,,,,,US,36,107,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-WBTF003.3-4276,WBTF 2.6,River/Stream,,02050102,,,,,42.6332000000,-76.1768000000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,023,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-WHAR000.6-4275,WHAR 0.6,River/Stream,,02050101,,,,,42.6197222200,-75.3194444400,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-WHAR016.8-4275,WHAR 25.6,River/Stream,,02050101,,,,,42.7644444400,-75.1691666700,24000,,,GPS-Unspecified,NAD83,,,,,,,US,36,077,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-WHPTL00.1-4275,WPL 2,Lake,,02050102,,,,,42.3430670000,-75.9670170000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-WHPTL01.5-4275,WPL3 M7 SAV7,Lake,,02050102,,,,,42.3626830000,-75.9818000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-WHPTL03.2-4275,WPL3A M4,Lake,,02050102,,,,,42.3829500000,-75.9661170000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,007,,,,,,,,,,STORET
42SRBCWQ_WQX,Susquehanna River Basin Commission,42SRBCWQ_WQX-WYNK000.8-4276,WYNK 0.5,River/Stream,,02050105,,,,,42.0069444400,-76.6047222200,,,,GPS-Unspecified,NAD83,,,,,,,US,36,015,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1ALM1,1ALM1,River/Stream,Outflow,02050104,,,,,42.3465500000,-77.7034100000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,101,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1ALM2,1ALM2,River/Stream,At Tower.,02050104,,,,,42.3479500000,-77.7056400000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,101,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1ALM3,1ALM3,River/Stream,Inflow,02050104,,,,,42.3195600000,-77.7360500000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,003,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1ESL1,1ESL1,River/Stream,Outflow at bridge near dam,02050101,,,,,42.3298600000,-75.2311600000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1ESL2,1ESL2,River/Stream,at dam  anchor,02050101,,,,,42.3289500000,-75.2298400000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1ESL3,1ESL3,River/Stream,upper end profile/ anchor,02050101,,,,,42.3243900000,-75.2035300000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1ESL4,1ESL4,River/Stream,"inflow
van at 357 bridge",02050101,,,,,42.3215600000,-75.1843900000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1ESL5,1ESL5,River/Stream,Inflow / van,02050101,,,,,42.3318100000,-75.1744700000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1WPL1,1WPL1,River/Stream,,02050102,,,,,42.3383300000,-75.9662800000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1WPL2,1WPL2,River/Stream,,02050102,,,,,42.3430600000,-75.9670300000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1WPL3,1WPL3,River/Stream,,02050102,,,,,42.3626900000,-75.9818000000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1WPL3A,1WPL3A,River/Stream,,02050102,,,,,42.3829500000,-75.9661100000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-1WPL4,1WPL4,River/Stream,,02050102,,,,,42.3993900000,-75.9721100000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ALM1,ALM1,River/Stream,Outflow,02050104,,,,,42.3465500000,-77.7034100000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,101,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ALM2,ALM2,River/Stream,At Tower.,02050104,,,,,42.3479500000,-77.7056400000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,101,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ALM3,ALM3,River/Stream,Inflow,02050104,,,,,42.3195600000,-77.7360500000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,003,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL1,ESL1,River/Stream,Outflow at bridge near dam,02050101,,,,,42.3298600000,-75.2311600000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL2,ESL2,River/Stream,at dam  anchor,02050101,,,,,42.3289500000,-75.2298400000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL2G,ESL2G,River/Stream,,02050101,,,,,42.3398100000,-75.2468000000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL2P,ESL2P,River/Stream,,02050101,,,,,42.3398100000,-75.2468000000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL2R,ESL2R,River/Stream,,02050101,,,,,42.3398100000,-75.2468000000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL3,ESL3,River/Stream,upper end profile/ anchor,02050101,,,,,42.3243900000,-75.2035300000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL3G,ESL3G,River/Stream,,02050101,,,,,42.3443900000,-75.1679500000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL3P,ESL3P,River/Stream,,02050101,,,,,42.3443900000,-75.1679500000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL3R,ESL3R,River/Stream,,02050101,,,,,42.3443900000,-75.1679500000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL4,ESL4,River/Stream,"inflow
van at 357 bridge",02050101,,,,,42.3215600000,-75.1843900000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL4G,ESL4G,River/Stream,,02050101,,,,,42.3208600000,-75.1828100000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL4P,ESL4P,River/Stream,,02050101,,,,,42.3208600000,-75.1828100000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL4R,ESL4R,River/Stream,,02050101,,,,,42.3208600000,-75.1828100000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-ESL5,ESL5,River/Stream,Inflow / van,02050101,,,,,42.3318100000,-75.1744700000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,025,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL1,WPL1,River/Stream,,02050102,,,,,42.3383300000,-75.9662800000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL1G,WPL1G,River/Stream,OTSELIC RIVER TAILRACE,02050102,,,,,42.3312500000,-75.9662800000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL1P,WPL1P,River/Stream,OTSELIC RIVER TAILRACE,02050102,,,,,42.3312500000,-75.9662800000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL1R,WPL1R,River/Stream,OTSELIC RIVER TAILRACE,02050102,,,,,42.3312500000,-75.9662800000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL2,WPL2,River/Stream,,02050102,,,,,42.3430600000,-75.9670300000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL2G,WPL2G,River/Stream,OTSELIC RIVER @1ST BRIDGE ON LANDERS CNR RD.,02050102,,,,,42.4235300000,-75.9485200000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,023,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL2P,WPL2P,River/Stream,OTSELIC RIVER @1ST BRIDGE ON LANDERS CNR RD.,02050102,,,,,42.4235300000,-75.9485200000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,023,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL2R,WPL2R,River/Stream,OTSELIC RIVER @1ST BRIDGE ON LANDERS CNR RD.,02050102,,,,,42.4235300000,-75.9485200000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,023,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL3,WPL3,River/Stream,,02050102,,,,,42.3626900000,-75.9818000000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL3A,WPL3A,River/Stream,,02050102,,,,,42.3829500000,-75.9661100000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
CENAB,"US Army Corps of Engineers, Baltimore District",CENAB-WPL4,WPL4,River/Stream,,02050102,,,,,42.3993900000,-75.9721100000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,007,,,,,,,,,,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-CT06-0002-A,Long Island Sound,Estuary,,02030203,,,,,41.0780000000,-72.8330000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,103,,,,,,,,,,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-CT06-0039-A,Long Island Sound,Estuary,,02030203,,,,,40.9520000000,-73.3320000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,103,,,,,,,,,,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-CT06-0043-A,Long Island Sound,Estuary,,02030203,,,,,40.9500000000,-73.4250000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,103,,,,,,,,,,STORET
EMAP_CS_WQX,Environmental Monitoring and Assessment Program,EMAP_CS_WQX-NJ06-0034-A,Raritan Bay,Estuary,,02030104,,,,,40.4860000000,-74.1770000000,,,,GPS-Unspecified,NAD83,,,,,,,US,36,085,,,,,,,,,,STORET
FRESHKILLSPARK,Freshkills Park,FRESHKILLSPARK-MC 1,Main Creek 1,Estuary,,02030104,,,,,40.5780000000,-74.1820000000,,,,GPS-Unspecified,WGS84,,,,,,,US,36,085,,,,,,,,,,STORET
